orderid,date,prodnumber,prodname,categoryname,customerid,firstname,lastname,customercity,customerstate,quantity,price,total
1877,2021-02-07,EB521,Understanding Artificial Intelligence,eBooks,66,Nickolai,Briton,San Jose,California,2,19.5,39
1878,2021-02-08,RS707,RXW-9807 Robot,Robots,1740,Kalinda,Steers,San Diego,California,5,599,2995
1879,2021-02-08,EB512,Multi Rotor Drones,eBooks,1180,Hannie,Furnival,Round Rock,Texas,5,24.95,124.75
1880,2021-02-08,EB519,Spherical Robots,eBooks,1907,Missy,Rodmell,Salt Lake City,Utah,3,16.75,50.25
1881,2021-02-08,DK203,BYOD-220,Drone Kits,1698,Gardener,Tolomio,Lexington,Kentucky,1,69,69
1882,2021-02-08,BP104,Cat Robot Blueprint,Blueprints,724,Esther,Weeden,Erie,Pennsylvania,5,4.99,24.950000000000003
1883,2021-02-08,DK206,BYOD-400,Drone Kits,556,Robinet,Attenbrow,Aurora,Colorado,3,119,357
1884,2021-02-08,TV809,Understanding 3D Printing,Training Videos,955,Alano,Fairpo,Albany,New York,3,42.99,128.97
1885,2021-02-08,EB511,Helicopter Drones,eBooks,706,Brnaby,Waszczyk,San Antonio,Texas,3,20.95,62.849999999999994
1886,2021-02-09,DK209,BYOD-550,Drone Kits,10,Andy,Woodruff,Rochester,New York,3,179,537
1887,2021-02-09,DK203,BYOD-220,Drone Kits,908,Fonsie,Aron,San Diego,California,2,69,138
1888,2021-02-09,EB504,Cartesian Robots,eBooks,1376,Ermentrude,Abels,Charlotte,North Carolina,5,12.99,64.95
1889,2021-02-09,TV803,Cloud Computing,Training Videos,1894,Brian,Crowther,Tucson,Arizona,3,29.99,89.97
1890,2021-02-10,EB511,Helicopter Drones,eBooks,81,Linnet,Bleiman,Tampa,Florida,3,20.95,62.849999999999994
1891,2021-02-10,EB514,Polar Robots,eBooks,1777,Georgy,Claiton,Portland,Oregon,5,23.99,119.94999999999999
1892,2021-02-10,EB517,SCARA Robots,eBooks,1496,Ashlee,Haversham,Oakland,California,3,19.5,58.5
1893,2021-02-10,RS707,RXW-9807 Robot,Robots,710,Edwina,Byrd,Oklahoma City,Oklahoma,2,599,1198
1894,2021-02-11,BP107,Ladybug Robot Blueprint,Blueprints,67,Patience,Menendez,Galveston,Texas,3,12,36
1895,2021-02-11,BP101,All Eyes Drone Blueprint,Blueprints,1406,Daphene,Torrecilla,Charlotte,North Carolina,3,9.99,29.97
1896,2021-02-11,DK201,BYOD-100,Drone Kits,1161,Gabie,Enoch,Zephyrhills,Florida,3,54,162
1897,2021-02-11,EB511,Helicopter Drones,eBooks,620,Silvano,Instrell,Norwalk,Connecticut,2,20.95,41.9
1898,2021-02-12,BP110,Sleepy Eye Blueprint,Blueprints,2079,Herb,Antonetti,Chattanooga,Tennessee,5,11.99,59.95
1899,2021-02-12,TV810,Understanding Automation,Training Videos,1243,Marta,Diben,Sarasota,Florida,5,44.95,224.75
1900,2021-02-12,EB509,GPS Drones,eBooks,1616,Ailbert,Brende,Little Rock,Arkansas,2,19.99,39.98
1901,2021-02-12,EB517,SCARA Robots,eBooks,628,Carlie,Pala,Davenport,Iowa,5,19.5,97.5
1902,2021-02-12,RS707,RXW-9807 Robot,Robots,1981,Lorne,McGarvey,Austin,Texas,6,599,3594
1903,2021-02-12,BP104,Cat Robot Blueprint,Blueprints,1928,Clerissa,Gallehock,Denver,Colorado,2,4.99,9.98
1904,2021-02-13,EB521,Understanding Artificial Intelligence,eBooks,1830,Marybeth,O'Rodane,San Francisco,California,4,19.5,78
1905,2021-02-13,EB514,Polar Robots,eBooks,1194,Darnall,Berns,Virginia Beach,Virginia,4,23.99,95.96
1906,2021-02-13,EB502,Building Your First Robot,eBooks,852,Tracie,Pegden,Denver,Colorado,3,24.95,74.85
1907,2021-02-13,EB505,Delivery Drones,eBooks,35,Izaak,Belfelt,Chicago,Illinois,3,14.99,44.97
1908,2021-02-13,BP107,Ladybug Robot Blueprint,Blueprints,818,Reinwald,Alekseev,Olympia,Washington,6,12,72
1909,2021-02-13,RK603,BYOR-1500,Robot Kits,688,Birk,Foort,Philadelphia,Pennsylvania,2,189,378
1910,2021-02-13,RK602,BYOR-1000,Robot Kits,1307,Olly,Fedoronko,Sunnyvale,California,5,189,945
1911,2021-02-13,BP102,Bsquare Robot Blueprint,Blueprints,737,Claire,Crowther,Pasadena,California,5,8.99,44.95
1912,2021-02-13,DK203,BYOD-220,Drone Kits,1247,Atalanta,Arendsen,Prescott,Arizona,3,69,207
1913,2021-02-14,BP110,Sleepy Eye Blueprint,Blueprints,1735,Vania,MacMurray,Lancaster,Pennsylvania,3,11.99,35.97
1914,2021-02-14,EB502,Building Your First Robot,eBooks,1489,Nixie,Corday,Philadelphia,Pennsylvania,2,24.95,49.9
1915,2021-02-14,RK607,BYOR-4005,Robot Kits,399,Johanna,Massei,Waterbury,Connecticut,5,245,1225
1916,2021-02-14,DS304,DTE-QFN20 Drone,Drones,892,Ned,Valentinuzzi,Toledo,Ohio,4,250,1000
1917,2021-02-14,DS302,DC-304 Drone,Drones,1303,Regine,Christoffe,Baltimore,Maryland,2,395,790
1918,2021-02-15,DK201,BYOD-100,Drone Kits,752,Dollie,Pennells,Tucson,Arizona,5,54,270
1919,2021-02-15,TV808,Robotic Essentials,Training Videos,379,Alaster,Chesnay,Battle Creek,Michigan,4,34.99,139.96
1920,2021-02-15,EB504,Cartesian Robots,eBooks,1277,Sibelle,Vassie,San Jose,California,3,12.99,38.97
1921,2021-02-15,DK208,BYOD-500,Drone Kits,1987,Fonz,Fidell,Charlotte,North Carolina,3,167,501
1922,2021-02-15,RS702,MICR-23K Robot,Robots,45,Myca,Kitchinghan,Phoenix,Arizona,1,899,899
1923,2021-02-15,TV813,Virtual Reality Basics,Training Videos,1315,Christian,Kluger,San Diego,California,3,29.99,89.97
1924,2021-02-15,EB517,SCARA Robots,eBooks,1549,Harlan,Faulconer,Galveston,Texas,3,19.5,58.5
1925,2021-02-16,DK204,BYOD-300,Drone Kits,971,Maddy,Baume,Denver,Colorado,4,89,356
1926,2021-02-16,BP107,Ladybug Robot Blueprint,Blueprints,603,Merci,Anning,Wilmington,Delaware,3,12,36
1927,2021-02-16,TV811,Understanding Drone Regulations,Training Videos,571,Zonnya,Machon,Hot Springs National Park,Arkansas,2,27.5,55
1928,2021-02-16,DS305,DTI-84 Drone,Drones,263,Mariquilla,Stovin,Houston,Texas,4,455,1820
1929,2021-02-16,TV804,Drone Video Techniques,Training Videos,1258,Diahann,Hoult,Los Angeles,California,2,37.99,75.98
1930,2021-02-16,DK208,BYOD-500,Drone Kits,1190,Thea,Ferroni,Des Moines,Iowa,3,167,501
1931,2021-02-16,BP101,All Eyes Drone Blueprint,Blueprints,1472,Ira,Hale,Tampa,Florida,4,9.99,39.96
1932,2021-02-16,EB507,Drone Building Essentials,eBooks,211,Lesli,Ormes,Carol Stream,Illinois,4,13.99,55.96
1933,2021-02-17,RS704,RLK-9920 Robot,Robots,1596,Terrence,Lewisham,Washington,District of Columbia,3,699,2097
1934,2021-02-17,RS705,RQTE-554 Robot,Robots,180,Joyce,Brayshay,Lubbock,Texas,4,684,2736
1935,2021-02-18,EB509,GPS Drones,eBooks,185,Umberto,Lamboll,Fresno,California,4,19.99,79.96
1936,2021-02-18,RK607,BYOR-4005,Robot Kits,628,Carlie,Pala,Davenport,Iowa,3,245,735
1937,2021-02-18,TV802,AI for Educators,Training Videos,2012,Rycca,Sunshine,Orange,California,4,49.95,199.8
1938,2021-02-18,DS303,DTD-7000 Drone,Drones,1043,Gwyneth,Goodere,Omaha,Nebraska,2,450,900
1939,2021-02-19,DS303,DTD-7000 Drone,Drones,1956,Elsie,Grigore,Orlando,Florida,4,450,1800
1940,2021-02-19,RS705,RQTE-554 Robot,Robots,262,Granny,Matevosian,Kansas City,Missouri,3,684,2052
1941,2021-02-20,RS705,RQTE-554 Robot,Robots,1379,Adelaide,Harriagn,Houston,Texas,4,684,2736
1942,2021-02-20,TV801,Aerial Security,Training Videos,134,Abramo,Jentzsch,Fullerton,California,5,36.99,184.95000000000002
1943,2021-02-20,DK205,BYOD-350,Drone Kits,1201,Bald,Pettisall,San Antonio,Texas,2,89.95,179.9
1944,2021-02-21,DK202,BYOD-200,Drone Kits,1674,Bartholomew,Casier,Whittier,California,3,58.95,176.85000000000002
1945,2021-02-21,TV812,Understanding Raspberry PI,Training Videos,936,Alaric,Eschalotte,El Paso,Texas,2,28.99,57.98
1946,2021-02-21,EB514,Polar Robots,eBooks,866,Binky,Waiton,Madison,Wisconsin,5,23.99,119.94999999999999
1947,2021-02-21,TV802,AI for Educators,Training Videos,978,Munmro,McConnell,Prescott,Arizona,3,49.95,149.85000000000002
1948,2021-02-22,EB503,Building Your Own Drone,eBooks,1552,Corrine,Hurtic,Oklahoma City,Oklahoma,3,24.99,74.97
1949,2021-02-22,EB505,Delivery Drones,eBooks,179,Aindrea,Kingaby,West Palm Beach,Florida,3,14.99,44.97
1950,2021-02-22,EB519,Spherical Robots,eBooks,1806,Nolana,Duplain,Corpus Christi,Texas,1,16.75,16.75
1951,2021-02-22,EB521,Understanding Artificial Intelligence,eBooks,588,Thurstan,Pulfer,New Orleans,Louisiana,4,19.5,78
1952,2021-02-22,EB508,Fixed Wing Drones,eBooks,496,Carole,Halliburton,Anchorage,Alaska,2,15.5,31
1953,2021-02-22,RS702,MICR-23K Robot,Robots,221,Sheena,Steuhlmeyer,Albuquerque,New Mexico,3,899,2697
1954,2021-02-22,DK203,BYOD-220,Drone Kits,2062,Arlin,Relf,Pittsburgh,Pennsylvania,2,69,138
1955,2021-02-23,RK604,BYOR-2640S,Robot Kits,1630,Lonni,Lockner,Lubbock,Texas,4,189,756
1956,2021-02-23,EB514,Polar Robots,eBooks,389,Micheil,Woodford,Brooklyn,New York,4,23.99,95.96
1957,2021-02-23,TV805,Industrial 3D Printing,Training Videos,200,Lianne,Chippindall,Washington,District of Columbia,5,49,245
1958,2021-02-23,DS302,DC-304 Drone,Drones,1188,Roderick,Winship,Sioux Falls,South Dakota,1,395,395
1959,2021-02-23,BP107,Ladybug Robot Blueprint,Blueprints,1777,Georgy,Claiton,Portland,Oregon,4,12,48
1960,2021-02-24,RS704,RLK-9920 Robot,Robots,1269,Carlynn,Bourthoumieux,Montgomery,Alabama,3,699,2097
1961,2021-02-24,BP104,Cat Robot Blueprint,Blueprints,2033,Tonia,Zanni,Duluth,Minnesota,4,4.99,19.96
1962,2021-02-24,DS301,DA-SA702 Drone,Drones,404,Ajay,Hardy,Madison,Wisconsin,5,399,1995
1963,2021-02-24,BP104,Cat Robot Blueprint,Blueprints,1103,Adolphe,Volker,Idaho Falls,Idaho,1,4.99,4.99
1964,2021-02-24,EB519,Spherical Robots,eBooks,1732,Brett,Blues,Springfield,Missouri,3,16.75,50.25
1965,2021-02-25,TV809,Understanding 3D Printing,Training Videos,1599,Marcella,Patey,San Jose,California,3,42.99,128.97
1966,2021-02-25,BP108,Panda Robot Blueprint,Blueprints,935,Massimo,Ells,San Antonio,Texas,4,7.99,31.96
1967,2021-02-25,DS304,DTE-QFN20 Drone,Drones,964,Verine,Dilgarno,Atlanta,Georgia,2,250,500
1968,2021-02-25,TV804,Drone Video Techniques,Training Videos,938,Langsdon,Freschini,Minneapolis,Minnesota,2,37.99,75.98
1969,2021-02-25,BP107,Ladybug Robot Blueprint,Blueprints,1034,Adorne,Zappel,Fort Wayne,Indiana,5,12,60
1970,2021-02-25,BP108,Panda Robot Blueprint,Blueprints,1800,Agathe,Roadknight,Saint Louis,Missouri,5,7.99,39.95
1971,2021-02-26,EB507,Drone Building Essentials,eBooks,688,Birk,Foort,Philadelphia,Pennsylvania,6,13.99,83.94
1972,2021-02-26,EB518,Single Rotor Drones,eBooks,567,Torrin,Hails,Saint Louis,Missouri,3,14.99,44.97
1973,2021-02-26,DS306,DX-145 Drone,Drones,367,Eberto,Chantree,Bakersfield,California,6,250,1500
1974,2021-02-26,DS301,DA-SA702 Drone,Drones,2024,August,Cumberpatch,Toledo,Ohio,5,399,1995
1975,2021-02-26,EB501,Articulated Robots,eBooks,293,Augustin,Loughman,Jamaica,New York,5,23.99,119.94999999999999
1976,2021-02-27,TV807,Open Source Code,Training Videos,1324,Buddie,Rowles,Madison,Wisconsin,1,32.95,32.95
1977,2021-02-27,RS704,RLK-9920 Robot,Robots,1627,Thalia,Cuniam,Bakersfield,California,2,699,1398
1978,2021-02-27,RK607,BYOR-4005,Robot Kits,1181,Dell,MacIntosh,Washington,District of Columbia,2,245,490
1979,2021-02-28,TV809,Understanding 3D Printing,Training Videos,1906,Ralina,Sneden,Des Moines,Iowa,3,42.99,128.97
1980,2021-02-28,RK602,BYOR-1000,Robot Kits,152,Margaretta,Gales,Alhambra,California,4,189,756
1981,2021-02-28,DK205,BYOD-350,Drone Kits,184,Tim,Honig,Maple Plain,Minnesota,4,89.95,359.8
1982,2021-02-28,DS305,DTI-84 Drone,Drones,297,Nora,Geffcock,Nashville,Tennessee,6,455,2730
1983,2021-03-01,DK208,BYOD-500,Drone Kits,2076,Giovanni,Gheorghie,Houston,Texas,2,167,334
1984,2021-03-01,TV804,Drone Video Techniques,Training Videos,307,Jock,Spurett,Columbus,Georgia,3,37.99,113.97
1985,2021-03-01,DK208,BYOD-500,Drone Kits,1682,Dory,Drysdale,Greenville,South Carolina,3,167,501
1986,2021-03-01,DK207,BYOD-400S,Drone Kits,1386,Miltie,Menlove,Fresno,California,5,129.95,649.75
1987,2021-03-01,DS303,DTD-7000 Drone,Drones,1699,Marney,Lillford,Toledo,Ohio,2,450,900
1988,2021-03-01,DS302,DC-304 Drone,Drones,1952,Annie,Walklott,Tuscaloosa,Alabama,2,395,790
1989,2021-03-01,RS703,RCB-889 Robot,Robots,2041,Valentina,Rennocks,Evansville,Indiana,4,549,2196
1990,2021-03-01,DK204,BYOD-300,Drone Kits,1966,Shelby,O' Concannon,Omaha,Nebraska,4,89,356
1991,2021-03-01,DS305,DTI-84 Drone,Drones,864,Alina,Lockley,Dayton,Ohio,4,455,1820
1992,2021-03-02,BP110,Sleepy Eye Blueprint,Blueprints,1589,Heddi,Wissby,Chicago,Illinois,4,11.99,47.96
1993,2021-03-02,TV801,Aerial Security,Training Videos,2058,Iorgos,Dureden,Pittsburgh,Pennsylvania,4,36.99,147.96
1994,2021-03-02,RK606,BYOR-3535,Robot Kits,273,Olav,Wisbey,Carol Stream,Illinois,3,225,675
1995,2021-03-02,TV805,Industrial 3D Printing,Training Videos,1886,Trista,Orsman,Muncie,Indiana,2,49,98
1996,2021-03-03,RS707,RXW-9807 Robot,Robots,1496,Ashlee,Haversham,Oakland,California,2,599,1198
1997,2021-03-03,RK606,BYOR-3535,Robot Kits,1378,Rikki,Bevir,Houston,Texas,2,225,450
1998,2021-03-03,DK205,BYOD-350,Drone Kits,243,Darci,Babber,San Francisco,California,2,89.95,179.9
1999,2021-03-04,EB521,Understanding Artificial Intelligence,eBooks,1566,Angelita,Bernaert,Albuquerque,New Mexico,2,19.5,39
2000,2021-03-04,EB506,Delta Robots,eBooks,615,Zora,Rossetti,Washington,District of Columbia,4,16.99,67.96
2001,2021-03-04,EB505,Delivery Drones,eBooks,174,Pail,Franken,Topeka,Kansas,4,14.99,59.96
2002,2021-03-04,TV810,Understanding Automation,Training Videos,1998,Randee,McCook,Worcester,Massachusetts,6,44.95,269.70000000000005
2003,2021-03-04,EB514,Polar Robots,eBooks,7,Noelle,Carlile,Oklahoma City,Oklahoma,3,23.99,71.97
2004,2021-03-05,DK203,BYOD-220,Drone Kits,797,Bethany,Scogin,Saint Louis,Missouri,4,69,276
2005,2021-03-05,RS702,MICR-23K Robot,Robots,1421,Joanie,Ponsford,El Paso,Texas,1,899,899
2006,2021-03-05,TV807,Open Source Code,Training Videos,394,Olivero,Hinckes,Rochester,New York,3,32.95,98.85000000000001
2007,2021-03-05,RK604,BYOR-2640S,Robot Kits,2033,Tonia,Zanni,Duluth,Minnesota,5,189,945
2008,2021-03-06,TV802,AI for Educators,Training Videos,1759,Trude,Manderson,San Antonio,Texas,4,49.95,199.8
2009,2021-03-06,TV803,Cloud Computing,Training Videos,1314,Gratiana,Miere,Nashville,Tennessee,2,29.99,59.98
2010,2021-03-06,EB506,Delta Robots,eBooks,1163,Ursula,Logsdale,Memphis,Tennessee,3,16.99,50.97
2011,2021-03-07,BP107,Ladybug Robot Blueprint,Blueprints,593,Nevil,Webberley,Washington,District of Columbia,4,12,48
2012,2021-03-07,DK208,BYOD-500,Drone Kits,2002,Cristabel,Grzelak,Memphis,Tennessee,5,167,835
2013,2021-03-07,EB505,Delivery Drones,eBooks,1130,Irita,Foulkes,Des Moines,Iowa,4,14.99,59.96
2014,2021-03-07,EB516,RTF Drones,eBooks,1661,Robin,Scambler,Albuquerque,New Mexico,3,16.99,50.97
2015,2021-03-07,BP110,Sleepy Eye Blueprint,Blueprints,1131,Simona,Moylan,Flint,Michigan,4,11.99,47.96
2016,2021-03-07,BP104,Cat Robot Blueprint,Blueprints,67,Patience,Menendez,Galveston,Texas,5,4.99,24.950000000000003
2017,2021-03-07,DS301,DA-SA702 Drone,Drones,1761,Bern,Hrishanok,Pasadena,California,2,399,798
2018,2021-03-07,DS305,DTI-84 Drone,Drones,520,Krystyna,Coyte,Philadelphia,Pennsylvania,3,455,1365
2019,2021-03-07,DK206,BYOD-400,Drone Kits,291,Kahaleel,Prium,Norfolk,Virginia,6,119,714
2020,2021-03-07,BP102,Bsquare Robot Blueprint,Blueprints,2083,Ara,Saylor,Toledo,Ohio,3,8.99,26.97
2021,2021-03-08,TV809,Understanding 3D Printing,Training Videos,940,Beatrisa,Drew-Clifton,Inglewood,California,2,42.99,85.98
2022,2021-03-09,DS301,DA-SA702 Drone,Drones,1001,Skippie,Youll,Indianapolis,Indiana,2,399,798
2023,2021-03-09,EB504,Cartesian Robots,eBooks,1607,Junie,Linnard,Nashville,Tennessee,3,12.99,38.97
2024,2021-03-09,DK202,BYOD-200,Drone Kits,1243,Marta,Diben,Sarasota,Florida,5,58.95,294.75
2025,2021-03-09,EB513,Photograph Drones,eBooks,1749,Patsy,Emloch,Provo,Utah,4,14.99,59.96
2026,2021-03-10,EB516,RTF Drones,eBooks,1928,Clerissa,Gallehock,Denver,Colorado,4,16.99,67.96
2027,2021-03-10,RK604,BYOR-2640S,Robot Kits,71,Darb,Meaddowcroft,Tacoma,Washington,2,189,378
2028,2021-03-11,TV806,Mapping with Drones,Training Videos,1724,Kimberlyn,Annett,Van Nuys,California,5,49,245
2029,2021-03-11,BP101,All Eyes Drone Blueprint,Blueprints,827,Krysta,Djurdjevic,Mobile,Alabama,2,9.99,19.98
2030,2021-03-11,EB505,Delivery Drones,eBooks,309,Hyman,Melling,Chicago,Illinois,3,14.99,44.97
2031,2021-03-11,RS706,RWW-75 Robot,Robots,1907,Missy,Rodmell,Salt Lake City,Utah,1,883,883
2032,2021-03-12,TV807,Open Source Code,Training Videos,1118,Kareem,Cavan,Jacksonville,Florida,2,32.95,65.9
2033,2021-03-12,EB503,Building Your Own Drone,eBooks,244,Jobie,Pinchen,Birmingham,Alabama,6,24.99,149.94
2034,2021-03-12,EB508,Fixed Wing Drones,eBooks,949,Barty,Dennerly,Loretto,Minnesota,3,15.5,46.5
2035,2021-03-12,EB507,Drone Building Essentials,eBooks,643,Yevette,Harris,Louisville,Kentucky,3,13.99,41.97
2036,2021-03-12,BP102,Bsquare Robot Blueprint,Blueprints,505,Cornela,Bunnell,Memphis,Tennessee,3,8.99,26.97
2037,2021-03-13,DS302,DC-304 Drone,Drones,234,Kaspar,Tipple,Detroit,Michigan,3,395,1185
2038,2021-03-13,TV812,Understanding Raspberry PI,Training Videos,1042,Lea,Poland,Lexington,Kentucky,2,28.99,57.98
2039,2021-03-13,TV802,AI for Educators,Training Videos,998,Jasen,Lattka,Midland,Michigan,3,49.95,149.85000000000002
2040,2021-03-13,EB520,Understanding Arduino,eBooks,2103,Cassaundra,Laurenzi,Pompano Beach,Florida,3,17.5,52.5
2041,2021-03-13,RS703,RCB-889 Robot,Robots,120,Moe,Faulo,Boca Raton,Florida,2,549,1098
2042,2021-03-14,TV810,Understanding Automation,Training Videos,421,Emanuel,Zanutti,El Paso,Texas,3,44.95,134.85000000000002
2043,2021-03-14,TV802,AI for Educators,Training Videos,1648,Alec,Christol,Charleston,South Carolina,4,49.95,199.8
2044,2021-03-14,TV813,Virtual Reality Basics,Training Videos,1589,Heddi,Wissby,Chicago,Illinois,4,29.99,119.96
2045,2021-03-14,EB519,Spherical Robots,eBooks,1300,Vernice,Elvidge,Houston,Texas,4,16.75,67
2046,2021-03-14,EB506,Delta Robots,eBooks,991,Padriac,Gow,Dayton,Ohio,2,16.99,33.98
2047,2021-03-14,DK201,BYOD-100,Drone Kits,1202,Genni,Masic,Greeley,Colorado,5,54,270
2048,2021-03-14,EB507,Drone Building Essentials,eBooks,1210,Serge,Shafto,Toledo,Ohio,4,13.99,55.96
2049,2021-03-15,DS306,DX-145 Drone,Drones,191,Vivie,Seeking,Colorado Springs,Colorado,4,250,1000
2050,2021-03-15,TV808,Robotic Essentials,Training Videos,619,Sharyl,Brando,San Diego,California,3,34.99,104.97
2051,2021-03-16,BP107,Ladybug Robot Blueprint,Blueprints,1720,Marty,Tomashov,Seattle,Washington,5,12,60
2052,2021-03-16,DS304,DTE-QFN20 Drone,Drones,269,Willi,Ortiger,Hartford,Connecticut,2,250,500
2053,2021-03-16,RS704,RLK-9920 Robot,Robots,185,Umberto,Lamboll,Fresno,California,2,699,1398
2054,2021-03-16,TV811,Understanding Drone Regulations,Training Videos,1202,Genni,Masic,Greeley,Colorado,4,27.5,110
2055,2021-03-16,BP101,All Eyes Drone Blueprint,Blueprints,1375,Ailee,Chantrell,Lincoln,Nebraska,3,9.99,29.97
2056,2021-03-16,DK201,BYOD-100,Drone Kits,1116,Terry,Fern,Seattle,Washington,2,54,108
2057,2021-03-17,DK204,BYOD-300,Drone Kits,711,Brittney,Whiteman,Spokane,Washington,3,89,267
2058,2021-03-17,RK606,BYOR-3535,Robot Kits,1591,Bondy,Flint,Santa Barbara,California,4,225,900
2059,2021-03-18,EB512,Multi Rotor Drones,eBooks,988,Eamon,Salway,Memphis,Tennessee,3,24.95,74.85
2060,2021-03-18,TV812,Understanding Raspberry PI,Training Videos,763,Charil,Seear,Akron,Ohio,1,28.99,28.99
2061,2021-03-18,BP104,Cat Robot Blueprint,Blueprints,2038,Adams,Zimmermanns,Gilbert,Arizona,2,4.99,9.98
2062,2021-03-18,DS306,DX-145 Drone,Drones,635,Yehudi,Sabathe,Huntington,West Virginia,2,250,500
2063,2021-03-19,TV811,Understanding Drone Regulations,Training Videos,1614,Archibaldo,Olekhov,Salt Lake City,Utah,2,27.5,55
2064,2021-03-19,EB501,Articulated Robots,eBooks,1873,Courtnay,Cassell,Cambridge,Massachusetts,5,23.99,119.94999999999999
2065,2021-03-19,TV812,Understanding Raspberry PI,Training Videos,328,Cesaro,Niland,Toledo,Ohio,2,28.99,57.98
2066,2021-03-19,EB504,Cartesian Robots,eBooks,1397,Laney,Creagh,Brea,California,3,12.99,38.97
2067,2021-03-19,EB501,Articulated Robots,eBooks,1751,Everett,Silman,San Antonio,Texas,4,23.99,95.96
2068,2021-03-19,DS307,MICR-564K Drone,Drones,844,Tamarah,Baynton,Juneau,Alaska,3,499,1497
2069,2021-03-20,EB508,Fixed Wing Drones,eBooks,2081,Brigham,Lampkin,San Diego,California,2,15.5,31
2070,2021-03-20,BP108,Panda Robot Blueprint,Blueprints,1976,Fedora,Esselin,Fort Lauderdale,Florida,4,7.99,31.96
2071,2021-03-20,EB511,Helicopter Drones,eBooks,999,Judas,Bruneau,Springfield,Illinois,4,20.95,83.8
2072,2021-03-20,BP110,Sleepy Eye Blueprint,Blueprints,20,Waylan,Waison,Cedar Rapids,Iowa,5,11.99,59.95
2073,2021-03-21,DK203,BYOD-220,Drone Kits,1960,Noby,Goolden,Rochester,New York,4,69,276
2074,2021-03-22,DK206,BYOD-400,Drone Kits,1004,Carmine,Priestnall,Denton,Texas,4,119,476
2075,2021-03-22,DS305,DTI-84 Drone,Drones,1198,Aurore,Rudinger,Odessa,Texas,3,455,1365
2076,2021-03-22,BP101,All Eyes Drone Blueprint,Blueprints,1856,Raf,Cokayne,Saint Paul,Minnesota,4,9.99,39.96
2077,2021-03-22,RK602,BYOR-1000,Robot Kits,1411,Ruthanne,Vernon,Minneapolis,Minnesota,2,189,378
2078,2021-03-22,DS306,DX-145 Drone,Drones,1304,Una,Crosier,Los Angeles,California,4,250,1000
2079,2021-03-23,DS307,MICR-564K Drone,Drones,813,Sollie,Ixer,Mobile,Alabama,4,499,1996
2080,2021-03-24,RS705,RQTE-554 Robot,Robots,1190,Thea,Ferroni,Des Moines,Iowa,3,684,2052
2081,2021-03-24,TV801,Aerial Security,Training Videos,1040,Michaelina,Lincke,Trenton,New Jersey,3,36.99,110.97
2082,2021-03-24,DK206,BYOD-400,Drone Kits,213,Isidor,Asman,Pasadena,California,2,119,238
2083,2021-03-24,DK207,BYOD-400S,Drone Kits,1657,Brewer,Fernehough,Ocala,Florida,4,129.95,519.8
2084,2021-03-24,RS707,RXW-9807 Robot,Robots,271,Beverlee,Hards,Beaumont,Texas,4,599,2396
2085,2021-03-24,TV807,Open Source Code,Training Videos,857,Gardie,Morriss,San Francisco,California,4,32.95,131.8
2086,2021-03-24,DK203,BYOD-220,Drone Kits,1759,Trude,Manderson,San Antonio,Texas,3,69,207
2087,2021-03-25,BP109,QuadroCopter Blueprint,Blueprints,1168,Kalindi,Brimblecomb,Washington,District of Columbia,2,10.99,21.98
2088,2021-03-25,EB516,RTF Drones,eBooks,836,Randolph,Seson,Saint Louis,Missouri,3,16.99,50.97
2089,2021-03-25,DS303,DTD-7000 Drone,Drones,1128,Konstanze,Hearse,Youngstown,Ohio,5,450,2250
2090,2021-03-25,BP109,QuadroCopter Blueprint,Blueprints,1022,Kevina,Richmond,Fort Smith,Arkansas,3,10.99,32.97
2091,2021-03-25,EB511,Helicopter Drones,eBooks,2079,Herb,Antonetti,Chattanooga,Tennessee,5,20.95,104.75
2092,2021-03-25,DK203,BYOD-220,Drone Kits,1904,Jock,Crat,Philadelphia,Pennsylvania,3,69,207
2093,2021-03-25,EB521,Understanding Artificial Intelligence,eBooks,1172,Philippa,Goatman,El Paso,Texas,3,19.5,58.5
2094,2021-03-26,DK206,BYOD-400,Drone Kits,70,Pandora,Punter,Naples,Florida,5,119,595
2095,2021-03-26,EB514,Polar Robots,eBooks,2116,Athena,Dunsire,Jacksonville,Florida,3,23.99,71.97
